timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,baro.asl,lighthouse.x,lighthouse.y,lighthouse.z
212910.904,0.002994764829054475,0.000619021593593061,-0.0016200083773583174,-0.0003214459284208715,0.0010027698008343577,0.0026223978493362665,0.816767692565918,-0.06208522245287895,12.303466796875,0.046340636909008026,-0.038334012031555176,0.03341859206557274,-0.0017909611342474818,0.01395737286657095,1.001368761062622,104.97539520263672,0.0,0.0,0.0
212914.847,0.0029966644942760468,0.0005397304776124656,-0.0016855911817401648,-0.00029015608015470207,0.0005546301836147904,0.0023590009659528732,0.8169615864753723,-0.06119468808174133,12.290247917175293,-0.10842640697956085,0.025921067222952843,0.07909058779478073,-0.0008733321446925402,0.015314091928303242,1.001312017440796,104.97539520263672,0.0,0.0,0.0
212918.794,0.003001472679898143,0.0005147920455783606,-0.001675898558460176,-0.00023456302005797625,0.00042100888094864786,0.00241104350425303,0.8181949257850647,-0.061049748212099075,12.34864330291748,0.1005689725279808,-0.1639890968799591,0.04234733805060387,-0.0014570619678124785,0.016327565535902977,0.9999176859855652,104.97539520263672,0.0,0.0,0.0
212922.795,0.003001472679898143,0.0005147920455783606,-0.001675898558460176,-0.00023456302005797625,0.00042100888094864786,0.00241104350425303,0.8181949257850647,-0.061049748212099075,12.34864330291748,0.13301268219947815,-0.03673788905143738,0.08201394230127335,-0.002067730063572526,0.014990933239459991,0.9994763731956482,105.04647827148438,0.0,0.0,0.0
212926.708,0.0029988049063831568,0.0005196484853513539,-0.0016515881288796663,-0.00029886874835938215,0.0005503784632310271,0.0024513970129191875,0.8175952434539795,-0.060423724353313446,12.336992263793945,0.19463470578193665,-0.12914970517158508,0.04028598219156265,-0.0015323455445468426,0.013939178548753262,0.9998607635498047,105.04647827148438,0.0,0.0,0.0
212930.676,0.0030392997432500124,0.0004887952236458659,-0.0016693288926035166,-6.073399345041253e-05,0.0003648119163699448,0.0023656426928937435,0.8196506500244141,-0.062270309776067734,12.330316543579102,0.11489808559417725,0.05933185666799545,-0.1721843183040619,-0.0020704998169094324,0.013693839311599731,1.0007635354995728,105.04647827148438,0.0,0.0,0.0
212934.619,0.0030383344274014235,0.0004921883228234947,-0.00164550612680614,-0.000132247107103467,0.00031387124909088016,0.0023992883507162333,0.8204355239868164,-0.0619196891784668,12.317607879638672,-0.0028366579208523035,-0.21799390017986298,-0.12167782336473465,-0.0036135658156126738,0.01444301102310419,1.0015467405319214,105.04647827148438,0.0,0.0,0.0
212938.567,0.003056589048355818,0.0004933663294650614,-0.0016634888015687466,-3.9891183405416086e-05,0.00029831851134076715,0.002304877620190382,0.8208398222923279,-0.06218624860048294,12.381383895874023,0.00980805978178978,-0.3403106927871704,0.11664754152297974,-0.003838840639218688,0.014625590294599533,1.0016629695892334,105.04647827148438,0.0,0.0,0.0
212942.562,0.003056589048355818,0.0004933663294650614,-0.0016634888015687466,-3.9891183405416086e-05,0.00029831851134076715,0.002304877620190382,0.8208398222923279,-0.06218624860048294,12.381383895874023,0.02589280717074871,0.043996576219797134,0.1018456444144249,-0.002141470555216074,0.01457908283919096,1.0015373229980469,105.05741882324219,0.0,0.0,0.0
212946.475,0.0030550765804946423,0.0004961925442330539,-0.001639602705836296,-0.00026257906574755907,0.00026701806928031147,0.0024727177806198597,0.820110023021698,-0.06013016775250435,12.369359016418457,0.11555393040180206,-0.12219928205013275,0.03652990236878395,-0.0015535802813246846,0.01566862128674984,1.0004253387451172,105.05741882324219,0.0,0.0,0.0
212950.455,0.003038219641894102,0.0004565223935060203,-0.0016896688612177968,-0.0003305984428152442,7.215763616841286e-05,0.0021930935326963663,0.8215502500534058,-0.05939260125160217,12.358575820922852,0.0005569259519688785,-0.2800006866455078,0.28592565655708313,-0.0021178186871111393,0.016413403674960136,1.0001558065414429,105.05741882324219,0.0,0.0,0.0
212954.378,0.003029412589967251,0.00045209299423731863,-0.0016832900000736117,-0.000358415039954707,4.95726999361068e-05,0.00222710776142776,0.8216941952705383,-0.058738354593515396,12.407060623168945,0.15716733038425446,-0.15219838917255402,0.0315549336373806,-0.0020159415435045958,0.016141513362526894,1.000267744064331,105.05741882324219,0.0,0.0,0.0
212958.328,0.003025264013558626,0.00045324614620767534,-0.0016607397701591253,-0.00047127812285907567,0.00018119018932338804,0.0022833433467894793,0.8215092420578003,-0.05716248229146004,12.395926475524902,0.017027035355567932,-0.296380877494812,0.19419516623020172,-0.002048153430223465,0.015487179160118103,1.0006344318389893,105.05741882324219,0.0,0.0,0.0
212962.33,0.003025264013558626,0.00045324614620767534,-0.0016607397701591253,-0.00047127812285907567,0.00018119018932338804,0.0022833433467894793,0.8215092420578003,-0.05716248229146004,12.395926475524902,-0.16907531023025513,-0.472622275352478,0.22070880234241486,-0.0012974088313058019,0.014984872192144394,1.0011519193649292,105.041015625,0.0,0.0,0.0
212966.241,0.0030200162436813116,0.00045552843948826194,-0.001637528999708593,-0.0005782086518593132,0.0002754246525000781,0.0023591851349920034,0.8207101225852966,-0.05402388423681259,12.3850679397583,-0.04341872036457062,-0.28680261969566345,0.0964721143245697,-0.00017925415886566043,0.015037530101835728,1.0009080171585083,105.041015625,0.0,0.0,0.0
