timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,baro.asl,lighthouse.x,lighthouse.y,lighthouse.z
162439.417,-0.007810049224644899,-0.015912316739559174,0.003332744352519512,-0.013573143631219864,-0.003363219788298011,0.0007053409935906529,0.9622281193733215,-0.08717553317546844,1.9061379432678223,0.18419314920902252,-0.06024276837706566,-0.13673889636993408,-0.004995761439204216,0.01780863106250763,1.0012714862823486,104.98633575439453,0.0,0.0,0.0
162443.363,-0.008135049603879452,-0.015838872641324997,0.00377741944976151,-0.015267315320670605,-0.003113260492682457,0.003966924734413624,0.9596656560897827,-0.07373247295618057,1.951517105102539,-0.0741722509264946,0.10257111489772797,0.0410931259393692,-0.00447853934019804,0.018253399059176445,1.0007063150405884,104.98633575439453,0.0,0.0,0.0
162447.31,-0.008289335295557976,-0.015869460999965668,0.0038175631780177355,-0.015590026043355465,-0.0030039444100111723,0.0040622311644256115,0.9598183631896973,-0.07355079799890518,1.9490370750427246,-0.281279593706131,0.4221804440021515,0.1661628782749176,-0.004235617816448212,0.018505075946450233,1.001263976097107,104.98633575439453,0.0,0.0,0.0
162451.315,-0.008289335295557976,-0.015869460999965668,0.0038175631780177355,-0.015590026043355465,-0.0030039444100111723,0.0040622311644256115,0.9598183631896973,-0.07355079799890518,1.9490370750427246,0.0800725594162941,-0.1054266020655632,-0.04557710886001587,-0.003954029642045498,0.017861517146229744,1.0002031326293945,104.89337921142578,0.0,0.0,0.0
162455.223,-0.008446636609733105,-0.015898864716291428,0.0038585930597037077,-0.01587039604783058,-0.0028763001319020987,0.004144156817346811,0.9577637314796448,-0.0749705359339714,1.9476605653762817,-0.02985575422644615,-0.14659421145915985,-0.04752050340175629,-0.0032810489647090435,0.01706978864967823,0.9994540810585022,104.89337921142578,0.0,0.0,0.0
162459.199,-0.008446636609733105,-0.015898864716291428,0.0038585930597037077,-0.01587039604783058,-0.0028763001319020987,0.004144156817346811,0.9577637314796448,-0.0749705359339714,1.9476605653762817,-0.05536402761936188,0.1968834549188614,0.2336360365152359,-0.0025190606247633696,0.016676241531968117,1.0006322860717773,104.89337921142578,0.0,0.0,0.0
162463.131,-0.008446636609733105,-0.015898864716291428,0.0038585930597037077,-0.01587039604783058,-0.0028763001319020987,0.004144156817346811,0.9577637314796448,-0.0749705359339714,1.9476605653762817,0.10699152201414108,0.12643440067768097,-0.0429980605840683,-0.0031337556429207325,0.017108865082263947,1.0007518529891968,104.89337921142578,0.0,0.0,0.0
162467.079,-0.008446636609733105,-0.015898864716291428,0.0038585930597037077,-0.01587039604783058,-0.0028763001319020987,0.004144156817346811,0.9577637314796448,-0.0749705359339714,1.9476605653762817,-0.01188401784747839,-0.10307486355304718,0.05950691178441048,-0.0038884002715349197,0.01701226271688938,1.0009827613830566,104.89337921142578,0.0,0.0,0.0
162471.087,-0.010133977979421616,-0.01739972084760666,0.002966478932648897,-0.026012159883975983,-0.012412264943122864,-0.001508264453150332,1.0299583673477173,0.002111711772158742,1.9090576171875,0.035623546689748764,0.09499377757310867,-0.0638442188501358,-0.004312687553465366,0.018018413335084915,1.000657081604004,104.8496322631836,0.0,0.0,0.0
162474.991,-0.010396074503660202,-0.01752413436770439,0.002951869275420904,-0.02640753798186779,-0.012469508685171604,-0.001413060468621552,1.029091715812683,0.001890478772111237,1.9069364070892334,0.004965873435139656,0.1366509348154068,-0.10695581883192062,-0.004402573220431805,0.01857794262468815,1.0011881589889526,104.8496322631836,0.0,0.0,0.0
